userid,rt,response,round
 1,1.414100,1.000,50
 9,1.047800,1.000,51
18,0.607600,1.000,51
 7,0.550500,1.000,51
10,0.452100,1.000,51
13,0.649600,1.000,51
 5,0.901200,1.000,51
15,0.665300,1.000,51
16,0.487800,1.000,51
12,1.039800,1.000,51
 6,0.430100,1.000,51
17,1.113600,1.000,51
 2,1.728000,0.000,51
14,0.790900,1.000,51
 4,0.543500,1.000,51
11,0.617400,1.000,51
 3,0.455900,1.000,51
 8,0.933000,1.000,51
 1,1.066600,1.000,51
 9,1.289800,1.000,52
18,0.948100,1.000,52
 7,0.657500,1.000,52
10,0.516600,1.000,52
13,1.089300,1.000,52
 5,0.862400,1.000,52
15,1.697200,1.000,52
16,0.911500,1.000,52
12,1.155300,1.000,52
 6,0.483900,1.000,52
17,1.016800,0.000,52
 2,1.438500,0.000,52
14,0.896800,1.000,52
 4,0.573800,1.000,52
11,1.887000,1.000,52
 3,0.506800,1.000,52
 8,1.296400,1.000,52
 1,1.293200,1.000,52
 9,1.139900,1.000,53
18,0.525800,1.000,53
 7,0.594500,1.000,53
10,0.542800,1.000,53
13,0.594500,1.000,53
 5,0.529400,1.000,53
15,1.066700,1.000,53
16,0.816700,1.000,53
12,0.658000,1.000,53
 6,0.474000,1.000,53
17,0.693900,1.000,53
 2,1.334700,0.000,53
14,0.886200,1.000,53
 4,0.515200,1.000,53
11,1.211500,1.000,53
 3,0.506300,1.000,53
 8,0.629900,1.000,53
 1,0.747800,1.000,53
 9,1.049100,1.000,54
18,0.498100,1.000,54
 7,0.575600,1.000,54
10,0.548900,1.000,54
13,0.490800,1.000,54
 5,0.475100,1.000,54
15,1.067200,1.000,54
16,0.768000,1.000,54
12,0.616700,1.000,54
 6,0.437900,1.000,54
17,0.716600,0.000,54
 2,2.094500,1.000,54
14,0.986900,1.000,54
 4,0.454100,1.000,54
11,0.994900,1.000,54
 3,0.436600,1.000,54
 8,0.635900,1.000,54
 1,1.018400,1.000,54
 9,2.180800,1.000,55
18,0.480100,1.000,55
 7,0.557400,1.000,55
10,0.479700,1.000,55
13,0.496100,1.000,55
 5,0.446000,1.000,55
15,1.800000,1.000,55
16,0.618800,1.000,55
12,0.563800,1.000,55
 6,0.498000,1.000,55
17,1.568100,1.000,55
 2,0.921400,1.000,55
14,0.708900,1.000,55
 4,0.504800,1.000,55
11,0.938500,1.000,55
 3,0.765300,1.000,55
 8,0.484100,1.000,55
 1,0.939100,1.000,55
 9,1.484800,1.000,56
18,0.502000,1.000,56
 7,0.550100,1.000,56
10,0.474600,1.000,56
13,0.495800,1.000,56
 5,0.485100,1.000,56
15,1.130800,1.000,56
16,0.405500,1.000,56
12,0.543100,1.000,56
 6,0.367600,1.000,56
17,1.514200,0.000,56
 2,2.446600,1.000,56
14,0.591900,1.000,56
 4,0.561900,1.000,56
11,0.414700,1.000,56
 3,0.501700,1.000,56
 8,0.501900,1.000,56
 1,0.829500,1.000,56
 9,1.054500,1.000,57
18,0.705900,1.000,57
 7,0.587000,1.000,57
10,0.425500,1.000,57
13,0.474100,1.000,57
 5,0.619000,1.000,57
15,0.701700,1.000,57
16,0.387600,1.000,57
12,0.583700,1.000,57
 6,0.485400,1.000,57
17,1.656200,1.000,57
 2,1.386100,1.000,57
14,0.757100,1.000,57
 4,0.495500,1.000,57
11,0.777100,1.000,57
 3,0.378800,1.000,57
 8,0.543500,1.000,57
 1,0.858200,1.000,57
 9,1.291000,1.000,58
18,0.663100,1.000,58
 7,0.568700,1.000,58
10,0.476200,1.000,58
13,0.571200,1.000,58
 5,0.601600,1.000,58
15,0.659300,1.000,58
16,0.481500,1.000,58
12,0.745800,1.000,58
 6,0.474600,1.000,58
17,1.167500,0.000,58
 2,1.618700,0.000,58
14,0.870800,1.000,58
 4,0.500300,1.000,58
11,0.780600,1.000,58
 3,2.191700,1.000,58
 8,0.681300,1.000,58
 1,1.056800,1.000,58
 9,1.036900,1.000,59
18,0.437800,1.000,59
 7,0.528700,1.000,59
10,0.425600,1.000,59
13,0.559700,1.000,59
 5,0.607500,1.000,59
15,0.255500,1.000,59
16,0.449600,1.000,59
12,0.500600,1.000,59
 6,0.398300,1.000,59
17,1.506600,1.000,59
 2,1.162400,0.000,59
14,0.685900,1.000,59
 4,0.472700,1.000,59
11,0.791600,1.000,59
 3,1.169200,1.000,59
 8,0.444100,1.000,59
 1,0.883900,1.000,59
 9,1.034900,1.000,60
18,0.448900,1.000,60
 7,0.559500,1.000,60
10,0.469200,1.000,60
13,1.617000,1.000,60
 5,0.559400,1.000,60
15,0.763200,1.000,60
16,0.477700,1.000,60
12,0.453600,1.000,60
 6,0.424500,1.000,60
17,1.470700,1.000,60
 2,4.434400,1.000,60
14,1.159100,1.000,60
 4,0.510900,1.000,60
11,0.650400,1.000,60
 3,1.518700,1.000,60
 8,0.524600,1.000,60
 1,0.667300,1.000,60
 9,1.258100,1.000,61
18,0.730200,1.000,61
 7,0.455600,1.000,61
10,0.501700,1.000,61
13,0.588700,1.000,61
 5,0.494000,1.000,61
15,0.988800,1.000,61
16,0.622900,1.000,61
12,0.640500,1.000,61
 6,0.415900,1.000,61
17,1.131000,0.000,61
 2,4.854500,1.000,61
14,1.059100,1.000,61
 4,0.519600,1.000,61
11,1.293000,1.000,61
 3,0.405000,1.000,61
 8,0.558100,1.000,61
 1,0.876600,1.000,61
 9,0.987200,1.000,62
18,0.446200,1.000,62
 7,0.667700,1.000,62
10,0.493900,1.000,62
13,0.685700,1.000,62
 5,0.477900,1.000,62
15,0.658100,1.000,62
16,0.472500,1.000,62
12,1.025400,1.000,62
 6,0.352700,1.000,62
17,1.721900,0.000,62
 2,1.831100,0.000,62
14,0.687500,1.000,62
 4,0.680100,1.000,62
11,1.124000,1.000,62
 3,0.569900,1.000,62
 8,0.471400,1.000,62
 1,1.309300,1.000,62
 9,1.224100,1.000,63
18,0.522000,1.000,63
 7,1.018000,1.000,63
10,0.496200,1.000,63
13,1.008400,1.000,63
 5,0.650000,1.000,63
15,0.496400,1.000,63
16,0.599500,1.000,63
12,0.619400,1.000,63
 6,0.600600,1.000,63
17,2.660900,1.000,63
 2,1.171000,0.000,63
14,0.873700,1.000,63
 4,0.901100,1.000,63
11,1.044300,1.000,63
 3,0.502500,1.000,63
 8,0.466600,1.000,63
 1,1.026100,1.000,63
 9,0.853100,1.000,64
18,0.783900,1.000,64
 7,0.570000,1.000,64
10,0.717800,1.000,64
13,0.672900,1.000,64
 5,0.450300,1.000,64
15,0.634000,1.000,64
16,0.928100,1.000,64
12,0.573500,1.000,64
 6,0.405100,1.000,64
17,1.813900,0.000,64
 2,1.844700,1.000,64
14,1.154000,1.000,64
 4,0.459300,1.000,64
11,0.824100,1.000,64
 3,0.455800,1.000,64
 8,0.897500,1.000,64
 1,1.113700,1.000,64
 9,0.873400,1.000,65
18,0.462200,1.000,65
 7,0.477300,1.000,65
10,0.463400,1.000,65
13,0.487400,1.000,65
 5,0.685200,1.000,65
15,0.718800,1.000,65
16,0.405900,1.000,65
12,0.509700,1.000,65
 6,0.337200,1.000,65
17,1.399400,0.000,65
 2,0.932900,1.000,65
14,0.963500,1.000,65
 4,0.502100,1.000,65
11,1.108500,1.000,65
 3,0.428100,1.000,65
 8,0.656200,1.000,65
 1,1.012800,1.000,65
 9,0.735600,1.000,66
18,0.459800,1.000,66
 7,0.478200,1.000,66
10,0.516700,1.000,66
13,0.523800,1.000,66
 5,0.712000,1.000,66
15,0.552100,1.000,66
16,0.483500,1.000,66
12,0.449400,1.000,66
 6,0.429300,1.000,66
17,0.819700,0.000,66
 2,1.147500,0.000,66
14,0.716900,1.000,66
 4,0.442200,1.000,66
11,1.594400,1.000,66
 3,0.472100,1.000,66
 8,0.260000,1.000,66
 1,0.687600,1.000,66
 9,0.650600,1.000,67
18,0.471500,1.000,67
 7,0.582000,1.000,67
10,0.498200,1.000,67
13,0.772500,1.000,67
 5,0.495800,1.000,67
15,0.953700,1.000,67
16,0.435200,1.000,67
12,0.444200,1.000,67
 6,0.434600,1.000,67
17,0.721600,0.000,67
 2,1.301500,0.000,67
14,0.610000,1.000,67
 4,0.508900,1.000,67
11,1.052600,1.000,67
 3,0.513000,1.000,67
 8,0.536600,1.000,67
 1,0.631400,1.000,67
 9,0.814100,1.000,68
18,0.568900,1.000,68
 7,0.472900,1.000,68
10,0.413200,1.000,68
13,1.625300,1.000,68
 5,0.586300,1.000,68
15,0.684300,1.000,68
16,0.474800,1.000,68
12,0.537900,1.000,68
 6,0.394800,1.000,68
17,0.696700,0.000,68
 2,1.056600,0.000,68
14,0.579500,1.000,68
 4,0.473800,1.000,68
11,0.880700,1.000,68
 3,0.638700,1.000,68
 8,0.614100,1.000,68
 1,0.758700,1.000,68
 9,0.616800,1.000,69
18,0.620500,1.000,69
 7,0.451700,1.000,69
10,0.655300,1.000,69
13,0.716100,1.000,69
 5,0.470200,1.000,69
15,0.476200,1.000,69
16,0.667800,1.000,69
12,0.498900,1.000,69
 6,0.570100,1.000,69
17,1.756500,0.000,69
 2,4.626000,0.000,69
14,0.863400,1.000,69
 4,0.675100,1.000,69
11,1.579800,1.000,69
 3,0.354500,1.000,69
 8,0.666000,1.000,69
 1,2.135600,1.000,69
 9,0.941700,1.000,70
18,0.548300,1.000,70
 7,0.513500,1.000,70
10,0.964900,1.000,70
13,0.786600,1.000,70
 5,1.938800,1.000,70
15,1.038100,1.000,70
16,0.489100,1.000,70
12,0.481800,1.000,70
 6,0.410700,1.000,70
17,0.926400,0.000,70
 2,0.816500,1.000,70
14,0.896200,1.000,70
 4,0.591200,1.000,70
11,0.973300,1.000,70
 3,0.449100,1.000,70
 8,0.562400,1.000,70
 1,0.662200,1.000,70
 9,0.747200,1.000,71
18,0.570200,1.000,71
 7,0.569200,1.000,71
10,1.076800,1.000,71
13,0.703400,1.000,71
 5,0.573500,1.000,71
15,0.476800,1.000,71
16,0.687100,1.000,71
12,0.553000,1.000,71
 6,0.465800,1.000,71
17,3.006000,1.000,71
 2,0.535900,1.000,71
14,0.715300,1.000,71
 4,0.448700,1.000,71
11,0.931700,1.000,71
 3,0.401200,1.000,71
 8,0.472800,1.000,71
 1,0.617300,1.000,71
 9,0.488400,1.000,72
18,0.519500,1.000,72
 7,0.490600,1.000,72
10,0.512200,1.000,72
13,0.537100,1.000,72
 5,0.715300,1.000,72
15,0.650700,1.000,72
16,0.485400,1.000,72
12,0.472000,1.000,72
 6,0.426300,1.000,72
17,1.226700,1.000,72
 2,2.315400,0.000,72
14,0.795900,1.000,72
 4,0.519500,1.000,72
11,0.910400,1.000,72
 3,0.394900,1.000,72
 8,0.669500,1.000,72
 1,2.637800,1.000,72
 9,0.608100,1.000,73
18,0.557700,1.000,73
 7,0.605800,1.000,73
10,1.914400,1.000,73
13,0.525800,1.000,73
 5,0.998000,1.000,73
15,0.513000,1.000,73
16,0.445900,1.000,73
12,0.557300,1.000,73
 6,0.353100,1.000,73
17,1.551900,1.000,73
 2,1.223000,1.000,73
14,0.946100,1.000,73
 4,0.461100,1.000,73
11,0.830900,1.000,73
 3,0.416400,1.000,73
 8,0.980500,1.000,73
 1,1.695000,1.000,73
 9,0.650300,1.000,74
18,1.222000,1.000,74
 7,0.438200,1.000,74
10,3.418400,1.000,74
13,0.882600,1.000,74
 5,0.548400,1.000,74
15,0.772700,1.000,74
16,0.620800,1.000,74
12,0.567900,1.000,74
 6,0.469200,1.000,74
17,1.040400,1.000,74
 2,2.977000,1.000,74
14,0.824300,1.000,74
 4,0.457800,1.000,74
11,0.553100,1.000,74
 3,0.430800,1.000,74
 8,0.602500,1.000,74
 1,1.217300,1.000,74
 9,0.698300,1.000,75
18,0.726800,1.000,75
 7,0.519100,1.000,75
10,0.486500,1.000,75
13,1.637100,1.000,75
 5,0.650800,1.000,75
15,0.586200,1.000,75
16,0.417400,1.000,75
12,1.419400,1.000,75
 6,0.406900,1.000,75
17,0.743700,1.000,75
 2,6.868700,1.000,75
14,0.765900,1.000,75
 4,0.585300,1.000,75
11,1.139200,1.000,75
 3,0.375900,1.000,75
 8,0.459500,1.000,75
 1,0.781400,1.000,75
 9,0.900700,1.000,76
18,0.758600,1.000,76
 7,0.699400,1.000,76
10,0.496000,1.000,76
13,0.722400,1.000,76
 5,0.721000,1.000,76
15,0.516300,1.000,76
16,0.940500,1.000,76
12,0.532600,1.000,76
 6,0.621600,1.000,76
17,0.645900,1.000,76
 2,3.595400,1.000,76
14,0.826400,1.000,76
 4,0.662100,1.000,76
11,0.434900,1.000,76
 3,0.374500,1.000,76
 8,0.660100,1.000,76
 1,0.835800,1.000,76
 9,0.717500,1.000,77
18,0.521100,1.000,77
 7,0.637800,1.000,77
10,0.569600,1.000,77
13,0.483400,1.000,77
 5,0.873900,1.000,77
15,0.646300,1.000,77
16,0.674300,1.000,77
12,0.780300,1.000,77
 6,0.488600,1.000,77
17,0.470300,1.000,77
 2,2.793700,1.000,77
14,1.025300,1.000,77
 4,0.647800,1.000,77
11,0.442600,1.000,77
 3,0.429900,1.000,77
 8,0.458500,1.000,77
 1,1.505900,1.000,77
 9,0.816300,1.000,78
18,0.597800,1.000,78
 7,0.492000,1.000,78
10,0.563000,1.000,78
13,0.456900,1.000,78
 5,0.538300,1.000,78
15,2.416500,1.000,78
16,0.726900,1.000,78
12,0.757300,1.000,78
 6,0.481600,1.000,78
17,0.519700,1.000,78
 2,2.507600,1.000,78
14,0.850800,1.000,78
 4,0.599100,1.000,78
11,0.550800,1.000,78
 3,0.483700,1.000,78
 8,0.464000,1.000,78
 1,3.057500,1.000,78
 9,0.685200,1.000,79
18,0.698800,1.000,79
 7,0.543400,1.000,79
10,0.466500,1.000,79
13,0.573300,1.000,79
 5,0.763000,1.000,79
15,3.449200,1.000,79
16,0.752100,1.000,79
12,0.524200,1.000,79
 6,0.561700,1.000,79
17,0.798900,1.000,79
 2,5.367100,1.000,79
14,0.601800,1.000,79
 4,0.472300,1.000,79
11,0.378400,1.000,79
 3,0.418800,1.000,79
 8,0.453500,1.000,79
 1,1.005200,1.000,79
 9,0.502700,1.000,80
18,0.437800,1.000,80
 7,0.509200,1.000,80
10,1.052300,1.000,80
13,0.677500,1.000,80
 5,0.521200,1.000,80
15,0.639100,1.000,80
16,0.737400,1.000,80
12,0.652100,1.000,80
 6,0.395800,1.000,80
17,0.539600,1.000,80
 2,3.597800,1.000,80
14,0.621800,1.000,80
 4,0.463600,1.000,80
11,0.471000,1.000,80
 3,0.463100,1.000,80
 8,0.972200,1.000,80
 1,0.690000,1.000,80
 9,0.623600,1.000,81
18,0.531700,1.000,81
 7,0.522600,1.000,81
10,0.507000,1.000,81
13,0.882200,1.000,81
 5,1.034600,1.000,81
15,2.010900,1.000,81
16,0.511500,1.000,81
12,0.669600,1.000,81
 6,0.527600,1.000,81
17,1.467900,1.000,81
 2,2.625200,1.000,81
14,0.688200,1.000,81
 4,0.473500,1.000,81
11,0.452000,1.000,81
 3,0.399400,1.000,81
 8,1.041900,1.000,81
 1,0.790800,1.000,81
 9,0.611200,1.000,82
18,0.464800,1.000,82
 7,0.490100,1.000,82
10,1.237500,1.000,82
13,0.735100,1.000,82
 5,0.596500,1.000,82
15,0.949200,1.000,82
16,0.591000,1.000,82
12,0.594200,1.000,82
 6,0.439900,1.000,82
17,1.278900,1.000,82
 2,3.255700,1.000,82
14,0.527400,1.000,82
 4,0.480900,1.000,82
11,0.408000,1.000,82
 3,0.414500,1.000,82
 8,0.480200,1.000,82
 1,1.315600,1.000,82
 9,0.562100,1.000,83
18,0.455300,1.000,83
 7,0.498900,1.000,83
10,3.131000,1.000,83
13,0.676300,1.000,83
 5,0.483200,1.000,83
15,0.576500,1.000,83
16,0.767100,1.000,83
12,2.254300,1.000,83
 6,0.439000,1.000,83
17,1.213400,1.000,83
 2,3.831700,1.000,83
14,0.620900,1.000,83
 4,0.509900,1.000,83
11,0.679800,1.000,83
 3,0.390600,1.000,83
 8,0.510000,1.000,83
 1,0.947400,1.000,83
 9,0.608900,1.000,84
18,0.490400,1.000,84
 7,0.609900,1.000,84
10,0.676800,1.000,84
13,0.745600,1.000,84
 5,0.603000,1.000,84
15,0.895400,1.000,84
16,0.616100,1.000,84
12,0.687700,1.000,84
 6,0.401400,1.000,84
17,1.208200,1.000,84
 2,2.801000,1.000,84
14,0.635200,1.000,84
 4,0.454000,1.000,84
11,0.869400,1.000,84
 3,0.410500,1.000,84
 8,0.810100,1.000,84
 1,0.857200,1.000,84
 9,0.601400,1.000,85
18,0.451000,1.000,85
 7,0.493700,1.000,85
10,0.474500,1.000,85
13,0.574900,1.000,85
 5,0.686200,1.000,85
15,0.600300,1.000,85
16,1.028900,1.000,85
12,0.633900,1.000,85
 6,0.380900,1.000,85
17,0.675000,1.000,85
 2,2.377800,1.000,85
14,0.956200,1.000,85
 4,0.547100,1.000,85
11,0.920000,1.000,85
 3,0.476800,1.000,85
 8,0.736200,1.000,85
 1,0.674100,1.000,85
 9,2.077700,1.000,86
18,0.626800,1.000,86
 7,0.573500,1.000,86
10,0.437200,1.000,86
13,0.492800,1.000,86
 5,1.044200,1.000,86
15,0.874600,1.000,86
16,0.874300,1.000,86
12,2.168800,1.000,86
 6,0.746700,1.000,86
17,0.728600,1.000,86
 2,1.730100,1.000,86
14,0.919300,1.000,86
 4,0.447400,1.000,86
11,0.897500,1.000,86
 3,0.443600,1.000,86
 8,1.004100,1.000,86
 1,0.915500,1.000,86
 9,0.821100,1.000,87
18,0.440300,1.000,87
 7,0.502500,1.000,87
10,0.537600,1.000,87
13,0.804100,1.000,87
 5,0.661200,1.000,87
15,0.777700,1.000,87
16,0.918700,1.000,87
12,1.783000,1.000,87
 6,0.372300,1.000,87
17,0.526700,1.000,87
 2,0.798600,1.000,87
14,1.609400,1.000,87
 4,0.524100,1.000,87
11,0.595000,1.000,87
 3,0.452200,1.000,87
 8,0.745400,1.000,87
 1,1.203600,1.000,87
 9,0.451700,1.000,88
18,0.447900,1.000,88
 7,0.452300,1.000,88
10,0.454300,1.000,88
13,0.524900,1.000,88
 5,0.456900,1.000,88
15,1.615900,1.000,88
16,0.923600,1.000,88
12,1.247600,1.000,88
 6,0.361000,1.000,88
17,0.505500,1.000,88
 2,2.090100,1.000,88
14,1.025900,1.000,88
 4,0.477500,1.000,88
11,0.449700,1.000,88
 3,0.432800,1.000,88
 8,0.863800,1.000,88
 1,0.909300,1.000,88
 9,0.526900,1.000,89
18,0.459700,1.000,89
 7,0.565700,1.000,89
10,0.565800,1.000,89
13,0.616800,1.000,89
 5,1.150100,1.000,89
15,1.649600,1.000,89
16,0.594800,1.000,89
12,1.378100,1.000,89
 6,0.422400,1.000,89
17,0.642200,1.000,89
 2,3.707700,1.000,89
14,0.688300,1.000,89
 4,0.480800,1.000,89
11,1.593500,1.000,89
 3,0.584700,1.000,89
 8,0.708700,1.000,89
 1,0.980800,1.000,89
 9,0.603400,1.000,90
18,0.482800,1.000,90
 7,0.460300,1.000,90
10,0.537000,1.000,90
13,0.566800,1.000,90
 5,0.604000,1.000,90
15,0.713100,1.000,90
16,0.538500,1.000,90
12,1.722700,1.000,90
 6,0.324100,1.000,90
17,0.548200,1.000,90
 2,1.518700,1.000,90
14,0.806900,1.000,90
 4,0.493900,1.000,90
11,2.150800,1.000,90
 3,0.466200,1.000,90
 8,0.607500,1.000,90
 1,2.311200,1.000,90
 9,0.825100,1.000,91
18,0.669100,1.000,91
 7,0.494200,1.000,91
10,0.391300,1.000,91
13,0.622000,1.000,91
 5,1.801700,1.000,91
15,0.627000,1.000,91
16,0.805600,1.000,91
12,0.926600,1.000,91
 6,0.316400,1.000,91
17,0.994200,1.000,91
 2,3.489300,1.000,91
14,0.693300,1.000,91
 4,0.489100,1.000,91
11,0.513300,1.000,91
 3,0.400600,1.000,91
 8,0.389600,1.000,91
 1,3.817000,1.000,91
 9,0.894900,1.000,92
18,0.993900,1.000,92
 7,0.479300,1.000,92
10,0.896700,1.000,92
13,0.731500,1.000,92
 5,0.808300,1.000,92
15,1.381100,1.000,92
16,0.652800,1.000,92
12,1.023400,1.000,92
 6,0.524800,1.000,92
17,1.225400,0.000,92
 2,2.675600,1.000,92
14,0.783000,1.000,92
 4,0.443500,1.000,92
11,0.546100,1.000,92
 3,0.434800,1.000,92
 8,0.882700,1.000,92
 1,2.479200,1.000,92
 9,0.645000,1.000,93
18,1.049900,1.000,93
 7,0.434200,1.000,93
10,2.856900,1.000,93
13,0.881500,1.000,93
 5,0.511900,1.000,93
15,0.693200,1.000,93
16,0.874500,1.000,93
12,0.882200,1.000,93
 6,0.915800,1.000,93
17,1.423400,1.000,93
 2,2.258700,1.000,93
14,0.679100,1.000,93
 4,0.433300,1.000,93
11,0.510100,1.000,93
 3,0.407700,1.000,93
 8,1.433300,1.000,93
 1,1.129700,1.000,93
 9,0.551300,1.000,94
18,0.562300,1.000,94
 7,0.493600,1.000,94
10,0.514500,1.000,94
13,0.661500,1.000,94
 5,0.545700,1.000,94
15,1.264400,1.000,94
16,0.544300,1.000,94
12,0.981800,1.000,94
 6,0.431700,1.000,94
17,1.683000,0.000,94
 2,1.954800,1.000,94
14,0.699900,1.000,94
 4,0.472700,1.000,94
11,1.430800,1.000,94
 3,0.513900,1.000,94
 8,2.605600,1.000,94
 1,0.630200,1.000,94
 9,0.526100,1.000,95
18,0.528000,1.000,95
 7,0.541700,1.000,95
10,0.501400,1.000,95
13,1.243500,1.000,95
 5,0.592100,1.000,95
15,0.625100,1.000,95
16,0.447400,1.000,95
12,4.093400,1.000,95
 6,3.822300,1.000,95
17,1.175900,1.000,95
 2,0.819900,0.000,95
14,0.971200,1.000,95
 4,0.494000,1.000,95
11,1.095800,1.000,95
 3,0.477700,1.000,95
 8,0.907100,1.000,95
 1,0.706700,1.000,95
 9,0.518800,1.000,96
18,0.901700,1.000,96
 7,0.476300,1.000,96
10,0.485200,1.000,96
13,0.582700,1.000,96
 5,0.883400,1.000,96
15,0.810300,1.000,96
16,0.755500,1.000,96
12,2.692200,1.000,96
 6,0.834600,1.000,96
17,1.310500,0.000,96
 2,1.434800,0.000,96
14,0.784600,1.000,96
 4,0.531800,1.000,96
11,0.819300,1.000,96
 3,0.490000,1.000,96
 8,0.660100,1.000,96
 1,0.786500,1.000,96
 9,0.610300,1.000,97
18,1.039400,1.000,97
 7,0.447900,1.000,97
10,0.723000,1.000,97
13,0.533000,1.000,97
 5,0.590700,1.000,97
15,1.312600,1.000,97
16,0.794000,1.000,97
12,1.783500,1.000,97
 6,0.378500,1.000,97
17,1.420400,1.000,97
 2,2.072200,1.000,97
14,0.660000,1.000,97
 4,0.496200,1.000,97
11,1.112000,1.000,97
 3,0.428300,1.000,97
 8,2.327600,1.000,97
 1,0.856400,1.000,97
 9,0.499200,1.000,98
18,0.544900,1.000,98
 7,0.423700,1.000,98
10,0.547700,1.000,98
13,0.601100,1.000,98
 5,0.588100,1.000,98
15,0.867000,1.000,98
16,0.422500,1.000,98
12,0.514400,1.000,98
 6,0.535600,1.000,98
17,1.216700,0.000,98
 2,2.212100,1.000,98
14,0.859400,1.000,98
 4,0.495300,1.000,98
11,0.740000,1.000,98
 3,0.435000,1.000,98
 8,0.911600,1.000,98
 1,0.696900,1.000,98
 9,0.623500,1.000,99
18,0.553200,1.000,99
 7,0.456800,1.000,99
10,0.430200,1.000,99
13,0.635600,1.000,99
 5,0.513400,1.000,99
15,3.484900,1.000,99
16,0.456600,1.000,99
12,0.463500,1.000,99
 6,0.410800,1.000,99
17,1.147700,1.000,99
 2,0.938300,1.000,99
14,0.516900,1.000,99
 4,0.435800,1.000,99
11,0.427300,1.000,99
 3,1.216600,1.000,99
 8,0.648500,1.000,99
 1,1.131800,1.000,99
 9,0.767100,1.000,100
18,0.490300,1.000,100
 7,0.408700,1.000,100
10,0.433900,1.000,100
13,0.724600,1.000,100
 5,0.621300,1.000,100
15,2.836600,1.000,100
16,0.697700,1.000,100
12,0.465300,1.000,100
 6,0.361800,1.000,100
17,0.689500,0.000,100
 2,0.783100,0.000,100
14,0.694000,1.000,100
 4,0.453400,1.000,100
11,0.764800,1.000,100
 3,0.916300,1.000,100
 8,3.275900,1.000,100
 1,0.722200,1.000,100
